Listing_ID,Property_ID,Community,Price_Cluster,Listing_Price,Sold_Price,Listing_Date,Sold_Date,Bedrooms,Bathrooms,Garage_Stalls,Size_sqft,Year_Built,Days_on_Market,Interest_Rate,Unemployment_Rate,Ownership_Type,Property_Age,Renovation_Status,Year,Downturn_2015_2016,Boom_2021,Rate_Hike_2022_2023,Assessed_Value,Assessment_Gap,Assessment_Ratio
RD-101416,1917,Inglewood,Entry,309694.0,318432.0,2023-03-11,2023-07-02,6,1,1,1706,2006,113,5.5,5.6,Investor,18,Not Renovated,2023,0,0,1,309356.0451064374,9075.954893562593,1.0293382173619394
RD-101417,2595,Inglewood,Entry,197718.0,191806.0,2015-04-21,2015-06-21,3,3,1,1264,1996,61,2.75,7.2,Investor,28,Not Renovated,2015,1,0,0,178969.09074364524,12836.90925635476,1.0717269624772374
RD-101418,2855,Anders Park,Premium,625616.0,618181.0,2021-09-20,2022-01-04,3,2,1,2222,1987,106,2.0,7.8,Owner-Occupied,37,Not Renovated,2022,0,0,1,582021.8297301738,36159.170269826194,1.0621268282782275
RD-101419,2372,Clearview Ridge,Mid-Low,394089.0,398233.0,2016-01-16,2016-04-16,3,4,0,2239,1993,91,2.5,8.1,Owner-Occupied,31,Not Renovated,2016,1,0,0,392507.524130447,5725.475869552989,1.0145869200399078
RD-101420,2863,Vanier Woods,Mid,381998.0,391626.9,2020-05-22,2020-06-04,3,2,1,1763,2018,13,2.45,9.5,Owner-Occupied,6,Renovated,2020,0,0,0,375375.9986347603,16250.901365239697,1.0432923293560166
RD-101421,2802,Timberlands,Mid,501091.0,503337.0,2024-01-16,2024-02-11,2,4,0,2305,1985,26,4.75,6.1,Owner-Occupied,39,Not Renovated,2024,0,0,0,505172.83068735746,-1835.830687357462,0.9963659354267735
RD-101422,1872,Eastview Estates,Mid-Low,171914.0,169425.0,2019-04-22,2019-10-19,5,4,1,923,1978,180,3.5,6.8,Investor,46,Not Renovated,2019,0,0,0,171965.61274561085,-2540.6127456108516,0.9852260419682324
RD-101423,2252,Inglewood,Entry,469353.0,470339.0,2022-02-10,2022-03-16,5,3,1,2552,2020,34,4.5,5.9,Investor,4,Not Renovated,2022,0,0,1,470604.126579688,-265.12657968798885,0.9994366250427618
RD-101424,1269,Westlake,Mid-High,392423.0,388588.0,2019-02-03,2019-03-08,6,4,2,1768,1980,33,3.5,6.8,Owner-Occupied,44,Not Renovated,2019,0,0,0,372171.9220830997,16416.077916900278,1.0441088565333385
RD-101425,2851,Vanier Woods,Mid,300163.0,306468.75,2022-12-08,2023-05-13,6,4,1,1304,1978,156,4.5,5.9,Owner-Occupied,46,Renovated,2023,0,0,1,306122.02441085177,346.7255891482346,1.001132638495435
RD-101426,1797,Eastview Estates,Mid-Low,333279.0,329202.0,2024-09-24,2025-02-01,2,3,1,1651,2002,130,4.75,6.1,Investor,22,Not Renovated,2025,0,0,0,314435.3701789896,14766.6298210104,1.0469623688092233
RD-101427,2314,Oriole Park,Entry,260288.0,257549.0,2024-03-09,2024-03-20,3,3,1,1447,2001,11,4.75,6.1,Owner-Occupied,23,Not Renovated,2024,0,0,0,241248.72605039514,16300.27394960486,1.0675662591735298
RD-101428,1724,Inglewood,Entry,208747.0,204679.0,2022-02-17,2022-03-03,4,1,2,1128,2022,14,4.5,5.9,Owner-Occupied,2,Not Renovated,2022,0,0,1,188988.16877787389,15690.831222126115,1.08302546833272
RD-101429,2188,Westlake,Mid-High,556970.0,583346.4,2020-12-31,2021-01-29,3,4,1,2388,1992,29,2.45,9.5,Owner-Occupied,32,Renovated,2021,0,1,0,559179.3335808975,24167.066419102484,1.043218811869066
RD-101430,1004,Oriole Park,Entry,420998.0,412075.0,2021-12-03,2022-02-08,5,1,0,2065,1995,67,2.0,7.8,Owner-Occupied,29,Not Renovated,2022,0,0,1,416342.4200071058,-4267.4200071058,0.9897502156829636
RD-101431,1850,Anders Park,Premium,452531.0,450427.0,2023-02-12,2023-07-30,6,1,1,1682,2015,168,5.5,5.6,Owner-Occupied,9,Not Renovated,2023,0,0,1,425157.4411763026,25269.558823697385,1.0594357674977601
RD-101432,2402,Vanier Woods,Mid,462492.0,476226.0,2015-04-02,2015-05-24,2,4,0,2377,1987,52,2.75,7.2,Owner-Occupied,37,Not Renovated,2015,1,0,0,447962.6138481851,28263.38615181489,1.0630931807210888
RD-101433,1077,Oriole Park,Entry,520000.0,528135.0,2021-11-26,2022-04-11,3,1,1,2525,2011,136,2.0,7.8,Owner-Occupied,13,Not Renovated,2022,0,0,1,537103.8300413277,-8968.830041327747,0.9833014967689997
RD-101434,2433,Westlake,Mid-High,350996.0,372486.45,2019-11-25,2020-02-08,6,1,2,1466,2000,75,3.5,6.8,Owner-Occupied,24,Renovated,2020,0,0,0,343618.90332311165,28867.546676888363,1.0840103568159742
RD-101435,1573,Clearview Ridge,Mid-Low,252365.0,251796.0,2018-01-21,2018-01-27,2,4,2,1324,1983,6,3.0,6.5,Investor,41,Not Renovated,2018,0,0,0,251438.0002340546,357.99976594539476,1.00142380931129
RD-101436,1131,Timberlands,Mid,232199.0,237427.05000000002,2023-11-11,2024-04-26,3,2,0,1098,2020,167,5.5,5.6,Owner-Occupied,4,Renovated,2024,0,0,0,226063.07805501856,11363.971944981458,1.050269031293185
RD-101437,1600,Eastview Estates,Mid-Low,398785.0,400164.0,2018-03-24,2018-08-31,5,3,2,2104,1999,160,3.0,6.5,Owner-Occupied,25,Not Renovated,2018,0,0,0,369651.0130772791,30512.986922720913,1.0825453896871693
RD-101438,2772,Timberlands,Mid,329811.0,330449.0,2018-11-05,2019-02-05,5,2,1,1609,2022,92,3.0,6.5,Owner-Occupied,2,Not Renovated,2019,0,0,0,334341.7731609717,-3892.773160971701,0.9883569046004387
RD-101439,2065,Clearview Ridge,Mid-Low,267227.0,269333.0,2016-11-27,2017-05-23,5,1,2,1423,2011,177,2.5,8.1,Owner-Occupied,13,Not Renovated,2017,0,0,0,251547.3887722338,17785.611227766203,1.0707048135724055
RD-101440,1088,Anders Park,Premium,400680.0,399514.0,2021-04-18,2021-07-20,6,3,1,1325,1993,93,2.0,7.8,Owner-Occupied,31,Not Renovated,2021,0,1,0,389597.23487583874,9916.765124161262,1.0254538899058707
RD-101441,1401,Westlake,Mid-High,519555.0,516917.0,2020-03-29,2020-04-10,6,2,2,2179,1997,12,2.45,9.5,Investor,27,Not Renovated,2020,0,0,0,489729.967874186,27187.032125814003,1.055514332201942
RD-101442,1295,Vanier Woods,Mid,433041.0,435824.0,2023-07-31,2023-08-10,5,2,1,2039,2009,10,5.5,5.6,Owner-Occupied,15,Not Renovated,2023,0,0,1,403799.3387819341,32024.661218065885,1.0793083547750937
RD-101443,2863,Anders Park,Premium,451974.0,484963.5,2024-07-12,2024-08-17,3,2,0,1710,2011,36,4.75,6.1,Owner-Occupied,13,Renovated,2024,0,0,0,448587.47833760123,36376.021662398765,1.0810901405389266
RD-101444,2318,Oriole Park,Entry,311936.0,332848.95,2023-08-08,2023-11-23,4,2,1,1736,2013,107,5.5,5.6,Owner-Occupied,11,Renovated,2023,0,0,1,310067.3265873142,22781.623412685818,1.0734731506973876
RD-101445,1615,Timberlands,Mid,434539.0,455278.95,2022-01-25,2022-02-26,6,4,0,1928,2000,32,4.5,5.9,Investor,24,Renovated,2022,0,0,1,422105.8239148192,33173.12608518079,1.0785895957973684
RD-101446,2549,Westlake,Mid-High,324078.0,329191.0,2024-04-06,2024-08-04,5,3,0,1263,2009,120,4.75,6.1,Owner-Occupied,15,Not Renovated,2024,0,0,0,327892.6086606119,1298.391339388094,1.0039598066717388
RD-101447,1799,Anders Park,Premium,448958.0,436272.0,2022-05-11,2022-06-29,6,4,1,1685,2001,49,4.5,5.9,Owner-Occupied,23,Not Renovated,2022,0,0,1,422554.13382025965,13717.866179740347,1.0324641627706226
RD-101448,2714,Inglewood,Entry,377290.0,387375.0,2017-07-07,2017-08-16,6,1,2,2169,2011,40,2.75,7.0,Owner-Occupied,13,Not Renovated,2017,0,0,0,369667.78238863114,17707.217611368862,1.047900353925767
RD-101449,2660,Lancaster Green,Mid-High,291607.0,283256.0,2018-08-24,2019-02-01,6,4,2,1240,1980,161,3.0,6.5,Owner-Occupied,44,Not Renovated,2019,0,0,0,272446.0704008352,10809.92959916481,1.0396773188295971
RD-101450,1421,Clearview Ridge,Mid-Low,460987.0,471349.0,2021-09-29,2022-03-20,6,2,0,2030,2004,172,2.0,7.8,Owner-Occupied,20,Not Renovated,2022,0,0,1,477426.89148654207,-6077.891486542067,0.9872694823125324
RD-101451,2888,Lancaster Green,Mid-High,313459.0,312729.0,2016-12-18,2017-04-22,3,3,0,1560,1976,125,2.5,8.1,Owner-Occupied,48,Not Renovated,2017,0,0,0,316192.5303645788,-3463.5303645788226,0.9890461347692645
RD-101452,2046,Inglewood,Entry,311705.0,317385.0,2017-09-30,2018-03-29,3,2,1,1808,2007,180,2.75,7.0,Owner-Occupied,17,Not Renovated,2018,0,0,0,314708.6979643704,2676.3020356295747,1.0085040612253195
RD-101453,1574,Westlake,Mid-High,331733.0,335253.0,2024-05-24,2024-08-21,5,1,0,1401,2022,89,4.75,6.1,Owner-Occupied,2,Not Renovated,2024,0,0,0,338092.0021077753,-2839.0021077753045,0.9916028711413578
RD-101454,1142,Eastview Estates,Mid-Low,347877.0,352381.0,2024-09-21,2025-02-06,2,4,1,1689,2020,138,4.75,6.1,Investor,4,Not Renovated,2025,0,0,0,335454.30916093546,16926.69083906454,1.0504590055241887
RD-101455,1992,Oriole Park,Entry,466479.0,498962.10000000003,2021-10-22,2022-04-10,2,4,1,2363,2021,170,2.0,7.8,Owner-Occupied,3,Renovated,2022,0,0,1,478061.04296346783,20901.057036532206,1.0437204774247406
RD-101456,1664,Timberlands,Mid,365288.0,372895.0,2024-04-15,2024-04-30,6,4,1,1718,1982,15,4.75,6.1,Owner-Occupied,42,Not Renovated,2024,0,0,0,365948.42040525324,6946.579594746756,1.0189824008177275
RD-101457,1144,Anders Park,Premium,614227.0,629447.0,2023-07-02,2023-12-02,3,3,1,2378,2017,153,5.5,5.6,Owner-Occupied,7,Not Renovated,2023,0,0,1,618345.1881648421,11101.811835157918,1.0179540684518085
RD-101458,2248,Lancaster Green,Mid-High,325936.0,350430.15,2023-12-03,2024-04-09,2,3,2,1441,2019,128,5.5,5.6,Owner-Occupied,5,Renovated,2024,0,0,0,339275.95264896407,11154.197351035953,1.0328764749282917
RD-101459,2006,Vanier Woods,Mid,353207.0,354653.0,2020-07-06,2020-09-11,4,4,1,1601,2003,67,2.45,9.5,Owner-Occupied,21,Not Renovated,2020,0,0,0,340490.2107922066,14162.789207793423,1.0415952904338759
RD-101460,1502,Westlake,Mid-High,338907.0,357208.95,2021-08-31,2021-09-14,6,3,0,1203,1989,14,2.0,7.8,Owner-Occupied,35,Renovated,2021,0,1,0,363859.4773620415,-6650.527362041466,0.9817222642920905
RD-101461,2985,Vanier Woods,Mid,518566.0,512183.0,2023-01-02,2023-03-22,3,3,1,2366,2020,79,5.5,5.6,Owner-Occupied,4,Not Renovated,2023,0,0,1,513264.91621958546,-1081.9162195854587,0.9978920900583772
RD-101462,2997,Westlake,Mid-High,503688.0,514293.0,2023-05-05,2023-06-11,4,4,1,2144,2015,37,5.5,5.6,Owner-Occupied,9,Not Renovated,2023,0,0,1,495520.28709124366,18772.712908756337,1.0378848523416753
RD-101463,1820,Westlake,Mid-High,569343.0,611089.5,2021-07-16,2021-10-06,2,3,1,2096,2021,82,2.0,7.8,Owner-Occupied,3,Renovated,2021,0,1,0,606646.419627009,4443.08037299104,1.007324003289631
RD-101464,2639,Eastview Estates,Mid-Low,427580.0,427608.0,2020-10-17,2021-02-02,3,3,2,2166,1984,108,2.45,9.5,Owner-Occupied,40,Not Renovated,2021,0,1,0,404926.03365282976,22681.966347170237,1.0560150853788202
RD-101465,1103,Clearview Ridge,Mid-Low,395308.0,383787.0,2020-11-13,2021-02-21,3,4,0,1893,2005,100,2.45,9.5,Investor,19,Not Renovated,2021,0,1,0,356928.4085208646,26858.591479135386,1.075249240009892
RD-101466,2970,Lancaster Green,Mid-High,320779.0,325181.0,2015-09-23,2015-12-24,3,2,0,1533,1992,92,2.75,7.2,Owner-Occupied,32,Not Renovated,2015,1,0,0,310626.9073320266,14554.092667973426,1.0468539341713134
RD-101467,2062,Lancaster Green,Mid-High,351119.0,376195.05,2016-05-04,2016-10-22,5,4,2,1630,2015,171,2.5,8.1,Owner-Occupied,9,Renovated,2016,1,0,0,361259.08326910605,14935.966730893939,1.0413441970669233
RD-101468,2970,Lancaster Green,Mid-High,581610.0,567610.0,2024-06-26,2024-11-12,3,3,2,2418,1977,139,4.75,6.1,Owner-Occupied,47,Not Renovated,2024,0,0,0,523139.86372718826,44470.13627281174,1.0850062083894307
RD-101469,1197,Anders Park,Premium,366176.0,360639.0,2018-09-11,2019-01-23,6,1,0,1455,2003,134,3.0,6.5,Owner-Occupied,21,Not Renovated,2019,0,0,0,361172.45726779685,-533.4572677968536,0.9985229846377757
RD-101470,2669,Lancaster Green,Mid-High,300370.0,296360.0,2017-11-14,2018-01-04,5,2,0,1367,2013,51,2.75,7.0,Owner-Occupied,11,Not Renovated,2018,0,0,0,283296.25567320583,13063.74432679417,1.0461133674207956
RD-101471,1578,Anders Park,Premium,299014.0,315578.55,2023-05-02,2023-06-24,6,3,0,1171,1988,53,5.5,5.6,Owner-Occupied,36,Renovated,2023,0,0,1,308649.0183150558,6929.531684944173,1.0224511703383123
RD-101472,1390,Eastview Estates,Mid-Low,236305.0,235998.0,2021-07-08,2021-11-12,6,1,1,1101,2015,127,2.0,7.8,Owner-Occupied,9,Not Renovated,2021,0,1,0,218863.6764269571,17134.3235730429,1.0782876530850987
RD-101473,2202,Eastview Estates,Mid-Low,242804.0,235660.0,2019-12-16,2020-01-11,2,2,2,1304,2006,26,3.5,6.8,Owner-Occupied,18,Not Renovated,2020,0,0,0,220931.17526633627,14728.824733663729,1.0666670274845
RD-101474,2991,Eastview Estates,Mid-Low,485533.0,512910.30000000005,2019-10-27,2019-11-29,3,4,0,2492,1991,33,3.5,6.8,Investor,33,Renovated,2019,0,0,0,517510.7835565877,-4600.4835565876565,0.9911103619426616
RD-101475,1553,Westlake,Mid-High,389466.0,384784.0,2020-07-10,2020-12-23,6,4,2,1573,1993,166,2.45,9.5,Owner-Occupied,31,Not Renovated,2020,0,0,0,377422.60217288556,7361.397827114444,1.0195043905286372
RD-101476,2471,Lancaster Green,Mid-High,373227.0,378973.0,2024-09-22,2025-02-10,4,3,2,1598,2003,141,4.75,6.1,Owner-Occupied,21,Not Renovated,2025,0,0,0,384668.35973452596,-5695.359734525962,0.9851941039849065
RD-101477,2523,Sunnybrook,Premium,390810.0,396917.0,2017-01-16,2017-05-25,6,4,1,1553,1985,129,2.75,7.0,Owner-Occupied,39,Not Renovated,2017,0,0,0,404805.72674004984,-7888.726740049839,0.9805123143795945
RD-101478,2038,Anders Park,Premium,509987.0,501211.0,2022-07-19,2022-10-09,4,2,0,1807,1981,82,4.5,5.9,Owner-Occupied,43,Not Renovated,2022,0,0,1,479752.1580266216,21458.84197337838,1.0447290160437124
RD-101479,2646,Timberlands,Mid,510906.0,514263.0,2020-08-17,2020-11-08,6,4,0,2469,2018,83,2.45,9.5,Owner-Occupied,6,Not Renovated,2020,0,0,0,488488.29601446574,25774.70398553426,1.052764220137571
RD-101480,2692,Westlake,Mid-High,439145.0,442047.0,2021-05-27,2021-11-20,3,2,1,1563,1985,177,2.0,7.8,Owner-Occupied,39,Not Renovated,2021,0,1,0,444626.6119114913,-2579.6119114913163,0.9941982512013815
RD-101481,2312,Oriole Park,Entry,292903.0,303171.75,2016-10-05,2017-01-01,6,4,2,1870,1992,88,2.5,8.1,Investor,32,Renovated,2017,0,0,0,309193.08739049424,-6021.337390494242,0.9805256403326714
RD-101482,1477,Timberlands,Mid,273512.0,284006.10000000003,2024-08-08,2024-10-29,4,3,2,1196,1997,82,4.75,6.1,Owner-Occupied,27,Renovated,2024,0,0,0,279167.8071333547,4838.292866645323,1.0173311275262271
RD-101483,2254,Inglewood,Entry,303435.0,300770.0,2018-06-15,2018-10-06,5,1,1,1705,1978,113,3.0,6.5,Investor,46,Not Renovated,2018,0,0,0,300623.8475109791,146.1524890208966,1.0004861639894205
RD-101484,1922,Eastview Estates,Mid-Low,492075.0,523395.60000000003,2024-01-12,2024-02-21,4,1,2,2470,1987,40,4.75,6.1,Investor,37,Renovated,2024,0,0,0,522440.1862822136,955.4137177864322,1.0018287523488294
RD-101485,1419,Sunnybrook,Premium,407771.0,400418.0,2018-04-22,2018-07-31,5,4,1,1559,2010,100,3.0,6.5,Owner-Occupied,14,Not Renovated,2018,0,0,0,382613.00152858545,17804.998471414554,1.0465352677517006
RD-101486,1156,Oriole Park,Entry,304472.0,308543.0,2017-05-30,2017-11-09,4,1,0,1801,1990,163,2.75,7.0,Owner-Occupied,34,Not Renovated,2017,0,0,0,301578.27059356624,6964.729406433762,1.0230942680078567
RD-101487,1549,Eastview Estates,Mid-Low,207959.0,219484.65000000002,2023-02-02,2023-07-08,5,4,0,994,1992,156,5.5,5.6,Owner-Occupied,32,Renovated,2023,0,0,1,220210.19911834467,-725.5491183446429,0.9967051974829071
RD-101488,2464,Sunnybrook,Premium,525123.0,518325.0,2015-08-31,2015-09-30,4,3,2,2209,1998,30,2.75,7.2,Owner-Occupied,26,Not Renovated,2015,1,0,0,512525.66249130113,5799.337508698867,1.011315213916332
RD-101489,2120,Anders Park,Premium,394629.0,387526.0,2020-04-16,2020-05-25,5,2,0,1564,2012,39,2.45,9.5,Owner-Occupied,12,Not Renovated,2020,0,0,0,357344.07281772036,30181.927182279644,1.084461809998106
RD-101490,2020,Lancaster Green,Mid-High,335516.0,339332.0,2015-12-27,2016-04-22,6,3,2,1571,2008,117,2.75,7.2,Owner-Occupied,16,Not Renovated,2016,1,0,0,323610.9408038338,15721.059196166229,1.0485801226531954
RD-101491,1996,Timberlands,Mid,308136.0,307412.0,2016-07-29,2016-08-20,5,2,0,1639,1995,22,2.5,8.1,Owner-Occupied,29,Not Renovated,2016,1,0,0,287260.3962841541,20151.603715845908,1.0701509988028848
RD-101492,2434,Vanier Woods,Mid,302868.0,301547.0,2018-09-26,2018-11-20,6,1,0,1422,1982,55,3.0,6.5,Owner-Occupied,42,Not Renovated,2018,0,0,0,284448.44716354966,17098.55283645034,1.0601112539265125
RD-101493,1950,Sunnybrook,Premium,553051.0,564400.2000000001,2024-01-15,2024-05-23,2,3,0,1982,2011,129,4.75,6.1,Investor,13,Renovated,2024,0,0,0,570354.0282194,-5953.828219399904,0.9895611709134635
RD-101494,1288,Oriole Park,Entry,351795.0,353174.0,2020-08-27,2020-11-23,4,3,2,1907,1979,88,2.45,9.5,Owner-Occupied,45,Not Renovated,2020,0,0,0,326223.05504177714,26950.944958222855,1.0826150835806851
RD-101495,2277,Oriole Park,Entry,255537.0,263095.0,2021-04-05,2021-05-08,6,1,2,1224,2004,33,2.0,7.8,Owner-Occupied,20,Not Renovated,2021,0,1,0,247830.24683136225,15264.753168637748,1.061593584172253
RD-101496,1195,Clearview Ridge,Mid-Low,508697.0,503521.0,2023-06-07,2023-06-30,4,4,1,2574,2022,23,5.5,5.6,Owner-Occupied,2,Not Renovated,2023,0,0,1,478826.7869808347,24694.213019165327,1.0515723298917146
RD-101497,1597,Inglewood,Entry,273177.0,278339.25,2017-01-14,2017-07-03,5,4,0,1595,2000,170,2.75,7.0,Owner-Occupied,24,Renovated,2017,0,0,0,273242.41499280726,5096.835007192742,1.0186531619087282
RD-101498,2857,Sunnybrook,Premium,251284.0,259461.30000000002,2024-04-15,2024-07-28,3,3,1,917,1984,104,4.75,6.1,Owner-Occupied,40,Renovated,2024,0,0,0,252562.2678841876,6899.032115812413,1.0273161631529852
RD-101499,2545,Oriole Park,Entry,341338.0,346929.0,2022-07-25,2022-10-21,3,3,2,1837,2011,88,4.5,5.9,Owner-Occupied,13,Not Renovated,2022,0,0,1,326747.0813416843,20181.918658315728,1.0617661788299533
RD-101500,1516,Westlake,Mid-High,250527.0,244052.0,2017-04-24,2017-07-16,2,1,0,1106,2009,83,2.75,7.0,Owner-Occupied,15,Not Renovated,2017,0,0,0,228536.17609379452,15515.823906205478,1.0678922005758842
RD-101501,2658,Lancaster Green,Mid-High,541887.0,561166.2000000001,2024-10-05,2024-12-29,3,2,1,2247,1985,85,4.75,6.1,Owner-Occupied,39,Renovated,2024,0,0,0,529561.2093241774,31604.990675822715,1.0596814685806704
RD-101502,2865,Sunnybrook,Premium,305339.0,325298.4,2017-06-08,2017-09-11,5,1,1,1181,1976,95,2.75,7.0,Investor,48,Renovated,2017,0,0,0,315621.7363518646,9676.663648135436,1.030659053333854
RD-101503,1864,Clearview Ridge,Mid-Low,198723.0,197298.0,2023-04-19,2023-06-16,5,4,1,1000,1987,58,5.5,5.6,Investor,37,Not Renovated,2023,0,0,1,186864.4434765249,10433.556523475097,1.0558348946935205
RD-101504,2141,Anders Park,Premium,329798.0,338518.0,2024-02-19,2024-03-26,6,1,0,1258,2023,36,4.75,6.1,Owner-Occupied,1,Not Renovated,2024,0,0,0,343514.6103639243,-4996.610363924294,0.985454445857104
RD-101505,1805,Timberlands,Mid,549562.0,587419.35,2023-04-22,2023-09-28,4,4,0,2435,1988,159,5.5,5.6,Owner-Occupied,36,Renovated,2023,0,0,1,567674.142685934,19745.207314066007,1.0347826434733174
RD-101506,2932,Vanier Woods,Mid,402720.0,420826.35000000003,2019-01-13,2019-05-20,2,4,0,1941,1975,127,3.5,6.8,Owner-Occupied,49,Renovated,2019,0,0,0,389634.53330370196,31191.816696298076,1.0800540353336328
RD-101507,2182,Timberlands,Mid,355425.0,366082.0,2024-08-13,2024-09-12,4,1,1,1638,2016,30,4.75,6.1,Owner-Occupied,8,Not Renovated,2024,0,0,0,363492.5704381487,2589.4295618513133,1.0071237482480868
RD-101508,1814,Clearview Ridge,Mid-Low,347875.0,338386.0,2015-12-12,2016-05-31,2,3,2,1865,2016,171,2.75,7.2,Owner-Occupied,8,Not Renovated,2016,1,0,0,322442.78416958876,15943.215830411238,1.049445100381052
RD-101509,1227,Westlake,Mid-High,492336.0,491444.0,2024-07-03,2024-09-09,2,2,2,2056,1984,68,4.75,6.1,Owner-Occupied,40,Not Renovated,2024,0,0,0,484243.80147264333,7200.198527356668,1.0148689534186293
RD-101510,2900,Inglewood,Entry,394340.0,386236.0,2015-06-09,2015-06-29,3,3,1,2543,2014,20,2.75,7.2,Owner-Occupied,10,Not Renovated,2015,1,0,0,366136.06112934113,20099.938870658865,1.0548974575425893
RD-101511,1215,Oriole Park,Entry,185654.0,182357.0,2016-12-07,2017-01-25,3,3,0,1210,1985,49,2.5,8.1,Owner-Occupied,39,Not Renovated,2017,0,0,0,178176.3516511263,4180.648348873714,1.0234635422160823
RD-101512,1947,Timberlands,Mid,290833.0,297618.0,2019-07-12,2019-12-24,6,3,0,1443,1976,165,3.5,6.8,Owner-Occupied,48,Not Renovated,2019,0,0,0,296789.20841757883,828.7915824211668,1.0027925260047026
RD-101513,2719,Clearview Ridge,Mid-Low,178953.0,175283.0,2015-05-21,2015-07-01,6,4,2,995,2021,41,2.75,7.2,Investor,3,Not Renovated,2015,1,0,0,177526.77562844692,-2243.7756284469215,0.9873609171320555
RD-101514,1014,Lancaster Green,Mid-High,224415.0,223271.0,2015-03-03,2015-06-05,5,1,0,1088,2005,94,2.75,7.2,Owner-Occupied,19,Not Renovated,2015,1,0,0,211239.53186647175,12031.468133528251,1.0569565176897548
RD-101515,2180,Westlake,Mid-High,602590.0,623490.0,2021-01-07,2021-05-04,2,3,1,2135,2005,117,2.0,7.8,Investor,19,Renovated,2021,0,1,0,594488.7960378354,29001.20396216458,1.0487834323463328
RD-101516,2671,Oriole Park,Entry,295573.0,316905.75,2018-08-15,2019-02-04,6,1,1,1648,2006,173,3.0,6.5,Owner-Occupied,18,Renovated,2019,0,0,0,306266.1598120531,10639.590187946917,1.0347396858813136
RD-101517,2284,Lancaster Green,Mid-High,421281.0,411038.0,2017-03-14,2017-04-20,3,2,0,1954,2017,37,2.75,7.0,Owner-Occupied,7,Not Renovated,2017,0,0,0,416265.3690953325,-5227.369095332513,0.9874422195949351
RD-101518,2180,Inglewood,Entry,193910.0,191596.0,2019-07-13,2019-09-28,3,2,1,1115,1986,77,3.5,6.8,Investor,38,Not Renovated,2019,0,0,0,193538.53162174945,-1942.5316217494546,0.9899630755412264
RD-101519,1046,Inglewood,Entry,364404.0,367929.0,2022-12-20,2023-04-22,6,3,0,1964,1995,123,4.5,5.9,Owner-Occupied,29,Not Renovated,2023,0,0,1,341801.5625719148,26127.43742808519,1.0764403685913169
RD-101520,1323,Clearview Ridge,Mid-Low,486814.0,473206.0,2021-07-01,2021-07-14,2,2,0,2194,1975,13,2.0,7.8,Investor,49,Not Renovated,2021,0,1,0,441592.51851256576,31613.48148743424,1.071589712601833
RD-101521,1843,Westlake,Mid-High,412780.0,408914.0,2023-11-30,2024-02-03,4,1,2,1712,2005,65,5.5,5.6,Owner-Occupied,19,Not Renovated,2024,0,0,0,396462.9439738981,12451.056026101927,1.0314053462381636
RD-101522,2708,Clearview Ridge,Mid-Low,393259.0,403453.05,2022-01-19,2022-06-20,3,4,2,1825,1991,152,4.5,5.9,Owner-Occupied,33,Renovated,2022,0,0,1,375478.39308021305,27974.65691978694,1.074504039207952
RD-101523,1129,Oriole Park,Entry,286792.0,300902.7,2018-02-18,2018-08-09,4,2,1,1590,1996,172,3.0,6.5,Investor,28,Renovated,2018,0,0,0,287229.10578589817,13673.594214101846,1.0476051832445359
RD-101524,2434,Anders Park,Premium,664143.0,677493.6,2021-02-26,2021-06-27,4,3,0,2268,1998,121,2.0,7.8,Owner-Occupied,26,Renovated,2021,0,1,0,633347.126407592,44146.473592408,1.0697034402647585
RD-101525,1094,Anders Park,Premium,411240.0,402019.0,2021-02-03,2021-03-12,5,1,0,1365,2010,37,2.0,7.8,Owner-Occupied,14,Not Renovated,2021,0,1,0,395427.5107529766,6591.489247023419,1.0166692732998568
RD-101526,1626,Eastview Estates,Mid-Low,337180.0,363412.35000000003,2018-11-24,2019-02-15,6,1,2,1793,1986,83,3.0,6.5,Investor,38,Renovated,2019,0,0,0,368845.1986162594,-5432.848616259347,0.9852706538226851
RD-101527,1754,Westlake,Mid-High,556498.0,557352.0,2020-09-23,2020-11-16,3,1,0,2293,2021,54,2.45,9.5,Owner-Occupied,3,Not Renovated,2020,0,0,0,568316.9960341115,-10964.996034111478,0.9807061972268496
RD-101528,2955,Inglewood,Entry,355900.0,360036.0,2023-09-30,2023-11-12,6,1,2,1986,1998,43,5.5,5.6,Owner-Occupied,26,Not Renovated,2023,0,0,1,344743.15163796593,15292.84836203407,1.0443601222805259
RD-101529,2315,Timberlands,Mid,267943.0,263542.0,2020-12-14,2021-01-30,2,2,2,1225,2015,47,2.45,9.5,Owner-Occupied,9,Not Renovated,2021,0,1,0,258245.13884104593,5296.861158954067,1.0205109810884547
RD-101530,1793,Oriole Park,Entry,412814.0,445128.60000000003,2023-06-04,2023-07-17,5,2,1,2148,1978,43,5.5,5.6,Investor,46,Renovated,2023,0,0,1,447633.23418384604,-2504.6341838460066,0.9944047179865619
RD-101531,2834,Oriole Park,Entry,315181.0,311399.0,2018-04-29,2018-08-11,5,4,1,1762,1983,104,3.0,6.5,Owner-Occupied,41,Not Renovated,2018,0,0,0,290144.83720067213,21254.162799327867,1.073253630856881
RD-101532,2306,Oriole Park,Entry,368580.0,359000.0,2015-11-03,2016-01-11,4,2,2,2268,2014,69,2.75,7.2,Owner-Occupied,10,Not Renovated,2016,1,0,0,355035.36235676554,3964.637643234455,1.0111668810028296
