ProductKey,OrderDateKey,SalesTerritoryKey,Order Quantity,Unit Price,Extended Amount,Product Standard Cost,Total Product Cost,Order Total
325,20221018,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
333,20221018,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
323,20221018,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
233,20221019,1,1,$28.84,$28.84,$29.08,$29.08,$28.84
470,20221019,1,3,$22.79,$68.38,$15.67,$47.01,$68.38
358,20221019,1,1,"$1,229.46","$1,229.46","$1,105.81","$1,105.81","$1,229.46"
468,20221019,1,1,$22.79,$22.79,$15.67,$15.67,$22.79
224,20221019,1,3,$5.19,$15.56,$5.23,$15.69,$15.56
469,20221019,1,2,$22.79,$45.59,$15.67,$31.34,$45.59
456,20221019,1,1,$44.99,$44.99,$30.93,$30.93,$44.99
354,20221019,1,2,"$1,242.85","$2,485.70","$1,117.86","$2,235.71","$2,485.70"
356,20221019,1,1,"$1,242.85","$1,242.85","$1,117.86","$1,117.86","$1,242.85"
360,20221019,1,1,"$1,229.46","$1,229.46","$1,105.81","$1,105.81","$1,229.46"
325,20221026,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
422,20221026,1,4,$67.54,$270.16,$49.98,$199.92,$270.16
323,20221026,1,3,$469.79,"$1,409.38",$486.71,"$1,460.12","$1,409.38"
433,20221026,1,2,$324.45,$648.91,$300.12,$600.24,$648.91
343,20221026,1,5,$469.79,"$2,348.97",$486.71,"$2,433.53","$2,348.97"
333,20221026,1,4,$469.79,"$1,879.18",$486.71,"$1,946.83","$1,879.18"
329,20221026,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
327,20221026,1,3,$469.79,"$1,409.38",$486.71,"$1,460.12","$1,409.38"
280,20221027,1,1,$183.94,$183.94,$170.14,$170.14,$183.94
401,20221103,1,3,$65.60,$196.81,$48.55,$145.64,$196.81
427,20221103,1,2,$209.26,$418.51,$185.82,$371.64,$418.51
411,20221103,1,2,$125.42,$250.83,$92.81,$185.61,$250.83
409,20221103,1,7,$209.26,"$1,464.79",$185.82,"$1,300.74","$1,464.79"
470,20221103,1,19,$20.89,$397.00,$15.67,$297.75,$377.15
366,20221103,1,3,$647.99,"$1,943.98",$598.44,"$1,795.31","$1,943.98"
421,20221103,1,3,$196.33,$588.99,$145.28,$435.85,$588.99
365,20221103,1,5,$647.99,"$3,239.97",$598.44,"$2,992.18","$3,239.97"
358,20221103,1,6,"$1,229.46","$7,376.75","$1,105.81","$6,634.86","$7,376.75"
356,20221103,1,5,"$1,242.85","$6,214.26","$1,117.86","$5,589.28","$6,214.26"
410,20221103,1,4,$36.45,$145.79,$26.97,$107.88,$145.79
420,20221103,1,2,$141.62,$283.23,$104.80,$209.59,$283.23
354,20221103,1,2,"$1,242.85","$2,485.70","$1,117.86","$2,235.71","$2,485.70"
412,20221103,1,2,$180.13,$360.26,$133.30,$266.59,$360.26
364,20221103,1,9,$647.99,"$5,831.95",$598.44,"$5,385.92","$5,831.95"
308,20221103,1,5,$744.27,"$3,721.36",$660.91,"$3,304.57","$3,721.36"
360,20221103,1,6,"$1,229.46","$7,376.75","$1,105.81","$6,634.86","$7,376.75"
469,20221103,1,8,$22.79,$182.35,$15.67,$125.37,$182.35
468,20221103,1,4,$22.79,$91.18,$15.67,$62.68,$91.18
297,20221103,1,2,$736.15,"$1,472.29",$653.70,"$1,307.39","$1,472.29"
399,20221103,1,2,$33.77,$67.55,$24.99,$49.99,$67.55
367,20221103,1,7,$647.99,"$4,535.96",$598.44,"$4,189.05","$4,535.96"
419,20221103,1,2,$52.65,$105.29,$38.96,$77.92,$105.29
362,20221103,1,10,"$1,229.46","$12,294.59","$1,105.81","$11,058.10","$12,294.59"
428,20221103,1,6,$209.26,"$1,255.54",$185.82,"$1,114.92","$1,255.54"
352,20221103,1,8,"$1,242.85","$9,942.81","$1,117.86","$8,942.85","$9,942.81"
399,20221105,1,2,$33.77,$67.55,$24.99,$49.99,$67.55
394,20221106,1,1,$20.52,$20.52,$15.18,$15.18,$20.52
461,20221106,1,5,$53.99,$269.97,$37.12,$185.60,$269.97
294,20221106,1,2,$744.27,"$1,488.55",$660.91,"$1,321.83","$1,488.55"
362,20221106,1,9,"$1,229.46","$11,065.13","$1,105.81","$9,952.29","$11,065.13"
395,20221106,1,8,$61.37,$490.99,$45.42,$363.33,$490.99
445,20221106,1,6,$35.99,$215.96,$24.75,$148.48,$215.96
356,20221106,1,6,"$1,242.85","$7,457.11","$1,117.86","$6,707.14","$7,457.11"
454,20221106,1,4,$35.99,$143.98,$24.75,$98.98,$143.98
366,20221106,1,5,$647.99,"$3,239.97",$598.44,"$2,992.18","$3,239.97"
464,20221106,1,2,$14.13,$28.26,$9.71,$19.43,$28.26
308,20221106,1,4,$744.27,"$2,977.09",$660.91,"$2,643.66","$2,977.09"
297,20221106,1,6,$736.15,"$4,416.87",$653.70,"$3,922.18","$4,416.87"
456,20221106,1,8,$44.99,$359.95,$30.93,$247.47,$359.95
216,20221106,1,8,$20.19,$161.49,$13.88,$111.03,$161.49
365,20221106,1,5,$647.99,"$3,239.97",$598.44,"$2,992.18","$3,239.97"
305,20221106,1,3,$736.15,"$2,208.44",$653.70,"$1,961.09","$2,208.44"
236,20221106,1,2,$28.84,$57.68,$29.08,$58.16,$57.68
360,20221106,1,6,"$1,229.46","$7,376.75","$1,105.81","$6,634.86","$7,376.75"
427,20221106,1,2,$209.26,$418.51,$185.82,$371.64,$418.51
396,20221106,1,2,$74.84,$149.68,$55.38,$110.76,$149.68
394,20221106,1,2,$20.52,$41.04,$15.18,$30.37,$41.04
457,20221106,1,4,$44.99,$179.98,$30.93,$123.73,$179.98
224,20221106,1,4,$5.19,$20.75,$5.23,$20.92,$20.75
213,20221106,1,3,$20.19,$60.56,$13.88,$41.63,$60.56
409,20221106,1,4,$209.26,$837.02,$185.82,$743.28,$837.02
230,20221106,1,6,$28.84,$173.04,$29.08,$174.48,$173.04
399,20221106,1,4,$33.77,$135.10,$24.99,$99.97,$135.10
447,20221106,1,4,$15.00,$60.00,$10.31,$41.25,$60.00
419,20221106,1,1,$52.65,$52.65,$38.96,$38.96,$52.65
421,20221106,1,8,$196.33,"$1,570.63",$145.28,"$1,162.27","$1,570.63"
364,20221106,1,2,$647.99,"$1,295.99",$598.44,"$1,196.87","$1,295.99"
352,20221106,1,12,"$1,201.42","$14,417.08","$1,117.86","$13,414.27","$14,128.74"
221,20221106,1,6,$20.19,$121.12,$13.88,$83.27,$121.12
358,20221106,1,2,"$1,229.46","$2,458.92","$1,105.81","$2,211.62","$2,458.92"
367,20221106,1,4,$647.99,"$2,591.98",$598.44,"$2,393.74","$2,591.98"
458,20221106,1,8,$44.99,$359.95,$30.93,$247.47,$359.95
460,20221106,1,5,$53.99,$269.97,$37.12,$185.60,$269.97
410,20221106,1,5,$36.45,$182.24,$26.97,$134.85,$182.24
397,20221106,1,4,$24.29,$97.18,$17.98,$71.91,$97.18
420,20221106,1,6,$141.62,$849.69,$104.80,$628.77,$849.69
470,20221106,1,9,$22.79,$205.15,$15.67,$141.04,$205.15
453,20221106,1,4,$35.99,$143.98,$24.75,$98.98,$143.98
391,20221106,1,1,$88.93,$88.93,$65.81,$65.81,$88.93
354,20221106,1,9,"$1,242.85","$11,185.67","$1,117.86","$10,060.70","$11,185.67"
448,20221106,1,5,$11.99,$59.97,$8.25,$41.23,$59.97
469,20221106,1,8,$22.79,$182.35,$15.67,$125.37,$182.35
393,20221106,1,5,$137.69,$688.47,$101.89,$509.47,$688.47
462,20221106,1,3,$14.13,$42.39,$9.71,$29.14,$42.39
289,20221106,1,2,$744.27,"$1,488.55",$660.91,"$1,321.83","$1,488.55"
428,20221106,1,10,$209.26,"$2,092.56",$185.82,"$1,858.19","$2,092.56"
459,20221106,1,2,$53.99,$107.99,$37.12,$74.24,$107.99
233,20221106,1,4,$28.84,$115.36,$29.08,$116.32,$115.36
308,20221108,1,2,$744.27,"$1,488.55",$660.91,"$1,321.83","$1,488.55"
448,20221108,1,2,$11.99,$23.99,$8.25,$16.49,$23.99
469,20221108,1,4,$22.79,$91.18,$15.67,$62.68,$91.18
399,20221108,1,2,$33.77,$67.55,$24.99,$49.99,$67.55
364,20221108,1,4,$647.99,"$2,591.98",$598.44,"$2,393.74","$2,591.98"
352,20221108,1,6,"$1,242.85","$7,457.11","$1,117.86","$6,707.14","$7,457.11"
360,20221108,1,7,"$1,229.46","$8,606.21","$1,105.81","$7,740.67","$8,606.21"
447,20221108,1,3,$15.00,$45.00,$10.31,$30.94,$45.00
401,20221108,1,3,$65.60,$196.81,$48.55,$145.64,$196.81
428,20221108,1,1,$209.26,$209.26,$185.82,$185.82,$209.26
365,20221108,1,3,$647.99,"$1,943.98",$598.44,"$1,795.31","$1,943.98"
297,20221108,1,2,$736.15,"$1,472.29",$653.70,"$1,307.39","$1,472.29"
419,20221108,1,1,$52.65,$52.65,$38.96,$38.96,$52.65
358,20221108,1,5,"$1,229.46","$6,147.29","$1,105.81","$5,529.05","$6,147.29"
470,20221108,1,12,$22.03,$264.41,$15.67,$188.05,$259.12
427,20221108,1,2,$209.26,$418.51,$185.82,$371.64,$418.51
366,20221108,1,2,$647.99,"$1,295.99",$598.44,"$1,196.87","$1,295.99"
362,20221108,1,2,"$1,229.46","$2,458.92","$1,105.81","$2,211.62","$2,458.92"
410,20221108,1,1,$36.45,$36.45,$26.97,$26.97,$36.45
409,20221108,1,1,$209.26,$209.26,$185.82,$185.82,$209.26
468,20221108,1,1,$22.79,$22.79,$15.67,$15.67,$22.79
421,20221108,1,1,$196.33,$196.33,$145.28,$145.28,$196.33
391,20221108,1,2,$88.93,$177.86,$65.81,$131.62,$177.86
420,20221108,1,2,$141.62,$283.23,$104.80,$209.59,$283.23
362,20221108,1,3,"$1,229.46","$3,688.38","$1,105.81","$3,317.43","$3,688.38"
458,20221108,1,4,$44.99,$179.98,$30.93,$123.73,$179.98
427,20221108,1,8,$209.26,"$1,674.05",$185.82,"$1,486.55","$1,674.05"
221,20221108,1,7,$20.19,$141.31,$13.88,$97.15,$141.31
230,20221108,1,3,$28.84,$86.52,$29.08,$87.24,$86.52
356,20221108,1,1,"$1,242.85","$1,242.85","$1,117.86","$1,117.86","$1,242.85"
461,20221108,1,3,$53.99,$161.98,$37.12,$111.36,$161.98
364,20221108,1,2,$647.99,"$1,295.99",$598.44,"$1,196.87","$1,295.99"
399,20221108,1,3,$33.77,$101.32,$24.99,$74.98,$101.32
428,20221108,1,2,$209.26,$418.51,$185.82,$371.64,$418.51
460,20221108,1,7,$53.99,$377.96,$37.12,$259.85,$377.96
459,20221108,1,4,$53.99,$215.98,$37.12,$148.48,$215.98
448,20221108,1,1,$11.99,$11.99,$8.25,$8.25,$11.99
358,20221108,1,6,"$1,229.46","$7,376.75","$1,105.81","$6,634.86","$7,376.75"
224,20221108,1,6,$5.19,$31.12,$5.23,$31.38,$31.12
410,20221108,1,1,$36.45,$36.45,$26.97,$26.97,$36.45
409,20221108,1,2,$209.26,$418.51,$185.82,$371.64,$418.51
421,20221108,1,1,$196.33,$196.33,$145.28,$145.28,$196.33
469,20221108,1,2,$22.79,$45.59,$15.67,$31.34,$45.59
297,20221108,1,2,$736.15,"$1,472.29",$653.70,"$1,307.39","$1,472.29"
394,20221108,1,1,$20.52,$20.52,$15.18,$15.18,$20.52
352,20221108,1,2,"$1,242.85","$2,485.70","$1,117.86","$2,235.71","$2,485.70"
236,20221108,1,6,$28.84,$173.04,$29.08,$174.48,$173.04
447,20221108,1,5,$15.00,$75.00,$10.31,$51.56,$75.00
308,20221108,1,3,$744.27,"$2,232.82",$660.91,"$1,982.74","$2,232.82"
470,20221108,1,6,$22.79,$136.76,$15.67,$94.03,$136.76
445,20221108,1,3,$35.99,$107.98,$24.75,$74.24,$107.98
396,20221108,1,3,$74.84,$224.51,$55.38,$166.14,$224.51
457,20221108,1,3,$44.99,$134.98,$30.93,$92.80,$134.98
464,20221108,1,2,$14.13,$28.26,$9.71,$19.43,$28.26
233,20221108,1,4,$28.84,$115.36,$29.08,$116.32,$115.36
456,20221108,1,10,$44.99,$449.94,$30.93,$309.33,$449.94
462,20221108,1,1,$14.13,$14.13,$9.71,$9.71,$14.13
216,20221108,1,5,$20.19,$100.93,$13.88,$69.39,$100.93
393,20221108,1,2,$137.69,$275.39,$101.89,$203.79,$275.39
213,20221108,1,6,$20.19,$121.12,$13.88,$83.27,$121.12
360,20221108,1,8,"$1,229.46","$9,835.67","$1,105.81","$8,846.48","$9,835.67"
365,20221108,1,4,$647.99,"$2,591.98",$598.44,"$2,393.74","$2,591.98"
305,20221108,1,2,$736.15,"$1,472.29",$653.70,"$1,307.39","$1,472.29"
453,20221108,1,6,$35.99,$215.96,$24.75,$148.48,$215.96
454,20221108,1,4,$35.99,$143.98,$24.75,$98.98,$143.98
366,20221108,1,1,$647.99,$647.99,$598.44,$598.44,$647.99
289,20221108,1,1,$744.27,$744.27,$660.91,$660.91,$744.27
294,20221108,1,2,$744.27,"$1,488.55",$660.91,"$1,321.83","$1,488.55"
397,20221108,1,1,$24.29,$24.29,$17.98,$17.98,$24.29
233,20221109,1,3,$28.84,$86.52,$29.08,$87.24,$86.52
458,20221109,1,1,$44.99,$44.99,$30.93,$30.93,$44.99
469,20221109,1,2,$22.79,$45.59,$15.67,$31.34,$45.59
360,20221109,1,3,"$1,229.46","$3,688.38","$1,105.81","$3,317.43","$3,688.38"
468,20221109,1,1,$22.79,$22.79,$15.67,$15.67,$22.79
224,20221109,1,3,$5.19,$15.56,$5.23,$15.69,$15.56
470,20221109,1,12,$22.03,$264.41,$15.67,$188.05,$259.12
468,20221110,1,1,$22.79,$22.79,$15.67,$15.67,$22.79
354,20221110,1,3,"$1,242.85","$3,728.56","$1,117.86","$3,353.57","$3,728.56"
469,20221110,1,8,$22.79,$182.35,$15.67,$125.37,$182.35
470,20221110,1,3,$22.79,$68.38,$15.67,$47.01,$68.38
358,20221110,1,3,"$1,229.46","$3,688.38","$1,105.81","$3,317.43","$3,688.38"
360,20221110,1,1,"$1,229.46","$1,229.46","$1,105.81","$1,105.81","$1,229.46"
356,20221110,1,2,"$1,242.85","$2,485.70","$1,117.86","$2,235.71","$2,485.70"
294,20221110,1,1,$744.27,$744.27,$660.91,$660.91,$744.27
397,20221110,1,1,$24.29,$24.29,$17.98,$17.98,$24.29
362,20221110,1,1,"$1,229.46","$1,229.46","$1,105.81","$1,105.81","$1,229.46"
395,20221110,1,2,$61.37,$122.75,$45.42,$90.83,$122.75
399,20221110,1,1,$33.77,$33.77,$24.99,$24.99,$33.77
421,20221110,1,2,$196.33,$392.66,$145.28,$290.57,$392.66
308,20221110,1,1,$744.27,$744.27,$660.91,$660.91,$744.27
367,20221110,1,5,$647.99,"$3,239.97",$598.44,"$2,992.18","$3,239.97"
409,20221110,1,3,$209.26,$627.77,$185.82,$557.46,$627.77
366,20221110,1,3,$647.99,"$1,943.98",$598.44,"$1,795.31","$1,943.98"
410,20221110,1,2,$36.45,$72.89,$26.97,$53.94,$72.89
394,20221110,1,2,$20.52,$41.04,$15.18,$30.37,$41.04
230,20221110,1,1,$28.84,$28.84,$29.08,$29.08,$28.84
358,20221110,1,5,"$1,229.46","$6,147.29","$1,105.81","$5,529.05","$6,147.29"
419,20221110,1,1,$52.65,$52.65,$38.96,$38.96,$52.65
305,20221110,1,1,$736.15,$736.15,$653.70,$653.70,$736.15
391,20221110,1,2,$88.93,$177.86,$65.81,$131.62,$177.86
427,20221110,1,3,$209.26,$627.77,$185.82,$557.46,$627.77
420,20221110,1,10,$141.62,"$1,416.15",$104.80,"$1,047.95","$1,416.15"
297,20221110,1,2,$736.15,"$1,472.29",$653.70,"$1,307.39","$1,472.29"
360,20221110,1,4,"$1,229.46","$4,917.84","$1,105.81","$4,423.24","$4,917.84"
354,20221110,1,4,"$1,242.85","$4,971.41","$1,117.86","$4,471.42","$4,971.41"
469,20221110,1,4,$22.79,$91.18,$15.67,$62.68,$91.18
396,20221110,1,1,$74.84,$74.84,$55.38,$55.38,$74.84
352,20221110,1,1,"$1,242.85","$1,242.85","$1,117.86","$1,117.86","$1,242.85"
356,20221110,1,1,"$1,242.85","$1,242.85","$1,117.86","$1,117.86","$1,242.85"
428,20221110,1,2,$209.26,$418.51,$185.82,$371.64,$418.51
364,20221110,1,1,$647.99,$647.99,$598.44,$598.44,$647.99
393,20221110,1,4,$137.69,$550.78,$101.89,$407.57,$550.78
470,20221110,1,5,$22.79,$113.97,$15.67,$78.35,$113.97
294,20221110,1,1,$744.27,$744.27,$660.91,$660.91,$744.27
409,20221110,1,1,$209.26,$209.26,$185.82,$185.82,$209.26
213,20221110,1,9,$20.19,$181.68,$13.88,$124.90,$181.68
453,20221110,1,5,$35.99,$179.97,$24.75,$123.73,$179.97
470,20221110,1,11,$22.03,$242.38,$15.67,$172.38,$237.53
216,20221110,1,8,$20.19,$161.49,$13.88,$111.03,$161.49
397,20221110,1,1,$24.29,$24.29,$17.98,$17.98,$24.29
362,20221110,1,1,"$1,229.46","$1,229.46","$1,105.81","$1,105.81","$1,229.46"
458,20221110,1,6,$44.99,$269.96,$30.93,$185.60,$269.96
445,20221110,1,5,$35.99,$179.97,$24.75,$123.73,$179.97
454,20221110,1,2,$35.99,$71.99,$24.75,$49.49,$71.99
460,20221110,1,2,$53.99,$107.99,$37.12,$74.24,$107.99
399,20221110,1,5,$33.77,$168.87,$24.99,$124.97,$168.87
224,20221110,1,4,$5.19,$20.75,$5.23,$20.92,$20.75
464,20221110,1,4,$14.13,$56.52,$9.71,$38.85,$56.52
354,20221110,1,2,"$1,242.85","$2,485.70","$1,117.86","$2,235.71","$2,485.70"
236,20221110,1,4,$28.84,$115.36,$29.08,$116.32,$115.36
410,20221110,1,1,$36.45,$36.45,$26.97,$26.97,$36.45
469,20221110,1,4,$22.79,$91.18,$15.67,$62.68,$91.18
230,20221110,1,2,$28.84,$57.68,$29.08,$58.16,$57.68
459,20221110,1,1,$53.99,$53.99,$37.12,$37.12,$53.99
427,20221110,1,1,$209.26,$209.26,$185.82,$185.82,$209.26
367,20221110,1,3,$647.99,"$1,943.98",$598.44,"$1,795.31","$1,943.98"
289,20221110,1,1,$744.27,$744.27,$660.91,$660.91,$744.27
221,20221110,1,8,$20.19,$161.49,$13.88,$111.03,$161.49
421,20221110,1,3,$196.33,$588.99,$145.28,$435.85,$588.99
419,20221110,1,2,$52.65,$105.29,$38.96,$77.92,$105.29
396,20221110,1,4,$74.84,$299.35,$55.38,$221.52,$299.35
395,20221110,1,2,$61.37,$122.75,$45.42,$90.83,$122.75
457,20221110,1,5,$44.99,$224.97,$30.93,$154.67,$224.97
365,20221110,1,5,$647.99,"$3,239.97",$598.44,"$2,992.18","$3,239.97"
352,20221110,1,2,"$1,242.85","$2,485.70","$1,117.86","$2,235.71","$2,485.70"
366,20221110,1,7,$647.99,"$4,535.96",$598.44,"$4,189.05","$4,535.96"
462,20221110,1,4,$14.13,$56.52,$9.71,$38.85,$56.52
448,20221110,1,4,$11.99,$47.98,$8.25,$32.98,$47.98
358,20221110,1,4,"$1,229.46","$4,917.84","$1,105.81","$4,423.24","$4,917.84"
305,20221110,1,1,$736.15,$736.15,$653.70,$653.70,$736.15
428,20221110,1,4,$209.26,$837.02,$185.82,$743.28,$837.02
356,20221110,1,2,"$1,242.85","$2,485.70","$1,117.86","$2,235.71","$2,485.70"
393,20221110,1,6,$137.69,$826.16,$101.89,$611.36,$826.16
420,20221110,1,2,$141.62,$283.23,$104.80,$209.59,$283.23
360,20221110,1,2,"$1,229.46","$2,458.92","$1,105.81","$2,211.62","$2,458.92"
308,20221110,1,2,$744.27,"$1,488.55",$660.91,"$1,321.83","$1,488.55"
447,20221110,1,3,$15.00,$45.00,$10.31,$30.94,$45.00
391,20221110,1,2,$88.93,$177.86,$65.81,$131.62,$177.86
456,20221110,1,9,$44.99,$404.95,$30.93,$278.40,$404.95
461,20221110,1,1,$53.99,$53.99,$37.12,$37.12,$53.99
233,20221110,1,8,$28.84,$230.72,$29.08,$232.65,$230.72
409,20221113,1,1,$209.26,$209.26,$185.82,$185.82,$209.26
216,20221116,1,1,$20.19,$20.19,$13.88,$13.88,$20.19
343,20221121,1,4,$469.79,"$1,879.18",$486.71,"$1,946.83","$1,879.18"
417,20221121,1,8,$324.45,"$2,595.62",$300.12,"$2,400.95","$2,595.62"
458,20221121,1,3,$44.99,$134.98,$30.93,$92.80,$134.98
379,20221121,1,3,"$1,308.94","$3,926.81","$1,320.68","$3,962.05","$3,926.81"
422,20221121,1,7,$67.54,$472.77,$49.98,$349.85,$472.77
327,20221121,1,3,$469.79,"$1,409.38",$486.71,"$1,460.12","$1,409.38"
407,20221121,1,3,$65.60,$196.81,$48.55,$145.64,$196.81
368,20221121,1,5,"$1,466.01","$7,330.05","$1,518.79","$7,593.93","$7,330.05"
375,20221121,1,2,"$1,308.94","$2,617.88","$1,320.68","$2,641.37","$2,617.88"
435,20221121,1,2,$324.45,$648.91,$300.12,$600.24,$648.91
273,20221121,1,2,$202.33,$404.66,$187.16,$374.31,$404.66
381,20221121,1,7,$600.26,"$4,201.84",$605.65,"$4,239.54","$4,201.84"
448,20221121,1,1,$11.99,$11.99,$8.25,$8.25,$11.99
415,20221121,1,4,$198.04,$792.14,$146.55,$586.19,$792.14
387,20221121,1,3,$600.26,"$1,800.79",$605.65,"$1,816.95","$1,800.79"
321,20221121,1,6,$469.79,"$2,818.76",$486.71,"$2,920.24","$2,818.76"
265,20221121,1,1,$202.33,$202.33,$187.16,$187.16,$202.33
233,20221121,1,5,$28.84,$144.20,$29.08,$145.40,$144.20
460,20221121,1,5,$53.99,$269.97,$37.12,$185.60,$269.97
456,20221121,1,6,$44.99,$269.96,$30.93,$185.60,$269.96
447,20221121,1,1,$15.00,$15.00,$10.31,$10.31,$15.00
329,20221121,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
333,20221121,1,4,$469.79,"$1,879.18",$486.71,"$1,946.83","$1,879.18"
373,20221121,1,3,"$1,308.94","$3,926.81","$1,320.68","$3,962.05","$3,926.81"
286,20221121,1,5,$183.94,$919.69,$170.14,$850.71,$919.69
337,20221121,1,3,$469.79,"$1,409.38",$486.71,"$1,460.12","$1,409.38"
433,20221121,1,5,$324.45,"$1,622.26",$300.12,"$1,500.59","$1,622.26"
216,20221121,1,4,$20.19,$80.75,$13.88,$55.51,$80.75
377,20221121,1,2,"$1,308.94","$2,617.88","$1,320.68","$2,641.37","$2,617.88"
414,20221121,1,4,$149.03,$596.12,$110.28,$441.13,$596.12
383,20221121,1,7,$600.26,"$4,201.84",$605.65,"$4,239.54","$4,201.84"
325,20221121,1,4,$469.79,"$1,879.18",$486.71,"$1,946.83","$1,879.18"
339,20221121,1,7,$469.79,"$3,288.56",$486.71,"$3,406.95","$3,288.56"
335,20221121,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
389,20221121,1,2,$600.26,"$1,200.53",$605.65,"$1,211.30","$1,200.53"
369,20221121,1,3,"$1,466.01","$4,398.03","$1,518.79","$4,556.36","$4,398.03"
230,20221121,1,3,$28.84,$86.52,$29.08,$87.24,$86.52
271,20221121,1,4,$202.33,$809.33,$187.16,$748.63,$809.33
371,20221121,1,8,"$1,308.94","$10,471.50","$1,320.68","$10,565.47","$10,471.50"
385,20221121,1,6,$600.26,"$3,601.58",$605.65,"$3,633.90","$3,601.58"
323,20221121,1,5,$469.79,"$2,348.97",$486.71,"$2,433.53","$2,348.97"
236,20221121,1,5,$28.84,$144.20,$29.08,$145.40,$144.20
453,20221121,1,2,$35.99,$71.99,$24.75,$49.49,$71.99
221,20221121,1,4,$20.19,$80.75,$13.88,$55.51,$80.75
341,20221121,1,4,$469.79,"$1,879.18",$486.71,"$1,946.83","$1,879.18"
254,20221121,1,1,$183.94,$183.94,$170.14,$170.14,$183.94
370,20221121,1,2,"$1,466.01","$2,932.02","$1,518.79","$3,037.57","$2,932.02"
331,20221121,1,4,$469.79,"$1,879.18",$486.71,"$1,946.83","$1,879.18"
224,20221121,1,5,$5.19,$25.93,$5.23,$26.15,$25.93
213,20221121,1,6,$20.19,$121.12,$13.88,$83.27,$121.12
394,20221121,1,1,$20.52,$20.52,$15.18,$15.18,$20.52
341,20221121,1,1,$469.79,$469.79,$486.71,$486.71,$469.79
337,20221121,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
391,20221122,1,1,$88.93,$88.93,$65.81,$65.81,$88.93
358,20221127,1,2,"$1,229.46","$2,458.92","$1,105.81","$2,211.62","$2,458.92"
325,20221127,1,3,$469.79,"$1,409.38",$486.71,"$1,460.12","$1,409.38"
383,20221127,1,2,$600.26,"$1,200.53",$605.65,"$1,211.30","$1,200.53"
415,20221127,1,2,$198.04,$396.07,$146.55,$293.09,$396.07
387,20221127,1,4,$600.26,"$2,401.05",$605.65,"$2,422.60","$2,401.05"
377,20221127,1,3,"$1,308.94","$3,926.81","$1,320.68","$3,962.05","$3,926.81"
375,20221127,1,4,"$1,308.94","$5,235.75","$1,320.68","$5,282.74","$5,235.75"
433,20221127,1,1,$324.45,$324.45,$300.12,$300.12,$324.45
339,20221127,1,1,$469.79,$469.79,$486.71,$486.71,$469.79
369,20221127,1,2,"$1,466.01","$2,932.02","$1,518.79","$3,037.57","$2,932.02"
385,20221127,1,2,$600.26,"$1,200.53",$605.65,"$1,211.30","$1,200.53"
335,20221127,1,3,$469.79,"$1,409.38",$486.71,"$1,460.12","$1,409.38"
341,20221127,1,1,$469.79,$469.79,$486.71,$486.71,$469.79
389,20221127,1,1,$600.26,$600.26,$605.65,$605.65,$600.26
422,20221127,1,3,$67.54,$202.62,$49.98,$149.94,$202.62
329,20221127,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
373,20221127,1,3,"$1,308.94","$3,926.81","$1,320.68","$3,962.05","$3,926.81"
414,20221127,1,1,$149.03,$149.03,$110.28,$110.28,$149.03
286,20221127,1,7,$183.94,"$1,287.57",$170.14,"$1,191.00","$1,287.57"
321,20221127,1,3,$469.79,"$1,409.38",$486.71,"$1,460.12","$1,409.38"
337,20221127,1,4,$469.79,"$1,879.18",$486.71,"$1,946.83","$1,879.18"
343,20221127,1,4,$469.79,"$1,879.18",$486.71,"$1,946.83","$1,879.18"
379,20221127,1,3,"$1,308.94","$3,926.81","$1,320.68","$3,962.05","$3,926.81"
271,20221127,1,3,$202.33,$607.00,$187.16,$561.47,$607.00
370,20221127,1,1,"$1,466.01","$1,466.01","$1,518.79","$1,518.79","$1,466.01"
371,20221127,1,1,"$1,308.94","$1,308.94","$1,320.68","$1,320.68","$1,308.94"
331,20221127,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
327,20221127,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
263,20221127,1,3,$202.33,$607.00,$187.16,$561.47,$607.00
458,20221128,1,2,$44.99,$89.99,$30.93,$61.87,$89.99
360,20221128,1,1,"$1,229.46","$1,229.46","$1,105.81","$1,105.81","$1,229.46"
468,20221128,1,3,$22.79,$68.38,$15.67,$47.01,$68.38
224,20221128,1,9,$5.19,$46.68,$5.23,$47.07,$46.68
356,20221128,1,1,"$1,242.85","$1,242.85","$1,117.86","$1,117.86","$1,242.85"
358,20221128,1,3,"$1,229.46","$3,688.38","$1,105.81","$3,317.43","$3,688.38"
233,20221128,1,5,$28.84,$144.20,$29.08,$145.40,$144.20
469,20221128,1,6,$22.79,$136.76,$15.67,$94.03,$136.76
470,20221128,1,9,$22.79,$205.15,$15.67,$141.04,$205.15
456,20221128,1,2,$44.99,$89.99,$30.93,$61.87,$89.99
321,20221129,1,2,$469.79,$939.59,$486.71,$973.41,$939.59
335,20221129,1,1,$469.79,$469.79,$486.71,$486.71,$469.79
